Category,Sub Cat 1,Sub Cat 2,Product Code,Product Title,Sub Title,Product Price Description,Temperature Range,Refrigerant,Refrigerant Charge,Defrost,Shelves,Baskets,Int Finish,Ext Finish,Power,kWh/24hr,Watts,Noise Level dB,Max Ambient,Reversible Door,Climate Class,Capacity Ltr,Capacity Cuft,Ext H,Ext W,Ext D,Weight KG,Int H,Int W,Int D,Pack H,Pack W,Pack D,Packed Weight KG,Features,Thumbnail,Image,Image Caption,Packed Image,Packed Image Caption,Diagram,Diagram Caption,PDF Page No,Order,Catalogue Supplier Name,Next Day Delivery,Delivery Group,Special Installation,Site Survey,New,Sales Description,Fresh Fish,Fresh Meat,Price,Nett,Resale,Manufacturer,TaxID,Differences,Width Feature,Depth Feature,Height Feature
Chilled Display,Bar and Counter Display Chillers,,EC20S,EC20 Range,Back Bar,Black Sliding Door,0.428571429,R600a,54,Automatic,2 Per Door,,Hammered Aluminium,Black,13 Amp,1.53,230,50,30C at 55% RH,No,4,210ltr,7.4,900,900,520,62,740,820,360,980,950,570,64,*ECA scheme approved*High efficiency compressor*Ultra reliable EBM German fans*Low E glass door ? equivalent to triple glazing*Fully automatic*Lock*Adjustable shelves*Adjustable feet*LED interior light with switch*Digital controller and temperature display*Self closing door*Replaceable door gasket*Condenser design less vulnerable to blocking*R600a Green approved refrigerant*Accepts approx.169 x 330ml bottles*Accepts approx. 44 x 75cl wine bottles (with optional wine shelves fitted),,ec20s-stocked-15.jpg;ec20s-15.jpg;ec20s-stocked-part-wine-15.jpg ;ec20s-stocked-half-wine-15.jpg;ec20s-stocked-wine-15.jpg;ec20s-lock-15.jpg,EC20S Stocked;EC20S; EC20S with 1 optional wine shelf;EC20S with 3 optional wine shelves;EC20S with 6 optional wine shelves;Lock,,,ec20s-dia-15.jpg,EC20S Diagram,,,Interlevin,Y,GROUP 2,,,Y,"The Interlevin Green Cool EC Range are Super efficient backbar coolers with low energy, long life EBM fans, super efficient compressor, LED lighting and Low E Glass (equivalent to triple glazed). The EC20H is the most powerful and efficient double door back bar on the market today* and has been independently tested to the exclusive M1 specification on the governments Energy Technology list. https://etl.decc.gov.uk/etl/site/etl.html. The EC range will give you significant energy savings year on year.

*Correct at time of writing June 2015",,,646,445.74,487.8592,2,1,Y,900mm,520mm,900mm
Chilled Display,Bar and Counter Display Chillers,,EC30H,EC30H,Back Bar,Black Hinged Door,0.428571429,R600a,86,Automatic,2 Per Door,,Hammered Aluminium,Black,13 Amp,1.8,290,50,30C at 55% RH,No,4,340ltr,12,900,1350,520,87,745,1270,413,980,1400,570,89,"*ECA scheme approved*High efficiency LG compressor*Ultra reliable EBM German fans*Low E glass door ? equivalent to triple glazing*Fully automatic*Lock*Adjustable shelves*Adjustable feet*LED interior light with switch*Digital controller and temperature display*Self closing door*Replaceable door gasket*Condenser design less vulnerable to blocking*R600a Green approved refrigerant*Accepts approx.260 x 330ml bottles*Accepts approx. 44 x 75cl wine bottles (with optional wine shelves fitted, middle door cannot accept wine shelves)",,ec30h-stocked-15.jpg;ec30h-15.jpg;ec30h-stocked-part-wine-15.jpg;ec30h-stocked-third-wine-15.jpg;ec30h-wine-shelf.jpg;ec30h-led-light-15.jpg,EC30H Stocked;EC30H;EC30H with 1 optional wine shelf;EC30H with 3 optional wine shelves;Wine shelves only available for left and right hand doors;LED Lighting,ec30h-pkd-12.jpg,EC30H Packed,ec30h-dia-15.jpg,Diagram,009.pdf,,Interlevin,Y,GROUP 2,,,Y,"The Interlevin Green Cool EC Range are Super efficient backbar coolers with low energy, long life EBM fans, super efficient compressor, LED lighting and Low E Glass (equivalent to triple glazed). The EC20H is the most powerful and efficient double door back bar on the market today* and has been independently tested to the exclusive M1 specification on the governments Energy Technology list. https://etl.decc.gov.uk/etl/site/etl.html. The EC range will give you significant energy savings year on year.

*Correct at time of writing June 2015",,,877,605.13,662.3104,2,1,,1350mm,520mm,900mm
Chilled Display,Bar and Counter Display Chillers,,BA05H,BA05,Back Bar,Black Glass Door,0.2,R600a,53,Automatic,2,,Hammered Aluminium,Black,13 Amp,2.1,175,42,25C at 60% RH,Yes,3,100ltr,3.5,870,500,520,40,720,410,350,930,580,580,45,*Fully automatic*Fan assisted cooling*Lock*Adjustable shelves*Adjustable feet*LED interior light with switch*Digital controller and temperature display*Self closing door*Replaceable door gasket,,ba05-stocked-11.jpg;ba05-11.jpg,BA05 Stocked;BA05,ba05h-pkd-11.jpg,BA05H Packed,ba05-dia-15.jpg,BA05 Diagram,010.jpg,,Tefcold,Y,GROUP 1,No,No,,"A neat back bar cooler for when space is tight. At only 500mm wide it is 100mm narrower than a standard single door back bar unit. The BA05H comes with LED lighting as standard to improve energy efficiency along with a lock for security where required. Ideal for pubs, restaurants and caf?s.",,,438,302.22,330.7776,2,1,,500mm,520mm,870mm
Chilled Display,Bar and Counter Display Chillers,,BA10H,BA10 Range,Back Bar,Black Glass Door,0.2,R600a,55,Automatic,2,,Hammered Aluminium,Black,13 Amp,2.1,210,42,25C at 60% RH,Yes,3,124ltr,4.38,900,600,520,45,732,508,355,950,700,600,53,*Fully automatic*Fan assisted cooling*Lock*Adjustable shelves*Adjustable feet*LED interior light with switch*Self closing door*Replaceable door gasket*Accepts approx.112 x 330ml bottles,ba10-range-14.jpg,ba10h-stocked-11.jpg;ba10h-11.jpg,BA10H Stocked;BA10H,ba10h-pkd-11.jpg,BA10H Packed,,,010.jpg,,Tefcold,Y,GROUP 1,No,No,,"A standard size single door back bar fridge. A versatile fan assisted cooler great for cooling beer, cider, wine or soft drinks. LED lighting as standard helps to keep you energy bill down too. Colour options with aluminium silver or black door frames and there are also wine shelves available if required",,,445,307.05,336.064,2,1,,600mm,520mm,900mm
Chilled Display,Bar and Counter Display Chillers,,BA10H AL,BA10 Range,Back Bar,Silver Hinged Door,0.2,R600a,55,Automatic,2,,Hammered Aluminium,Black,13 Amp,2.1,210,45,25C at 60% RH,Yes,3,124ltr,4.4,900,600,520,45,732,508,355,950,700,600,53,*Fully automatic*Fan assisted cooling*Lock*Adjustable shelves*Adjustable feet*LED interior light with switch*Self closing door*Replaceable door gasket*Accepts approx.112 x 330ml bottles,,ba10hal-stocked-11.jpg;ba10hal-11.jpg,BA10H AL Stocked;BA10H AL,,,,,,,Tefcold,Y,GROUP 1,No,No,,,,,445,307.05,336.064,2,1,,600mm,520mm,900mm
Chilled Display,Bar and Counter Display Chillers,,BA20H,BA20 Range,Back Bar,Black Hinged Door,0.2,R600a,65,Automatic,2 Per Door,,Hammered Aluminium,Black,13 Amp,2.7,230,42,25C at 60% RH,,3,196ltr,6.9,900,900,520,68,730,810,345,950,1000,600,73,*Fully automatic*Fan assisted cooling*Lock*Adjustable shelves*Adjustable feet*LED interior light with switch*Self closing doors (sliding only)*Replaceable door gasket*Accepts approx.180 x 330ml bottles,ba20-range-14.jpg,ba20h-stocked-07.jpg,BA20H Stocked,ba20h-pkd-11.jpg,BA20H Packed,ba20h-dia-15.jpg,BA20H Diagram,011.pdf,,Tefcold,Y,GROUP 2,No,No,,"A premium double door back bar fridge. A versatile fan assisted cooler great for cooling beer, cider, wine or soft drinks. LED lighting as standard helps to keep you energy bill down too. Hinged or sliding door options in either a black or silver finish, there are also wine shelves available if required.",,,604,416.76,456.1408,2,1,,900mm,520mm,900mm
Chilled Display,Bar and Counter Display Chillers,,BA20H AL,BA20 Range,Back Bar,Silver Hinged Door,0.2,R600a,65,Automatic,2 Per Door,,Hammered Aluminium,Black,13 Amp,2.7,230,45,25C at 60% RH,,3,196ltr,6.9,900,900,520,65.4,730,810,345,950,1000,600,68,*Fully automatic*Fan assisted cooling*Lock*Adjustable shelves*Adjustable feet*LED interior light with switch*Self closing doors (sliding only)*Replaceable door gasket*Accepts approx.180 x 330ml bottles,,ba20hal-stocked-11.jpg;ba20hal-11.jpg,BA20H AL Stocked;BA20H AL,,,,,,,Tefcold,Y,GROUP 2,No,No,,,,,604,416.76,456.1408,2,1,,900mm,520mm,900mm
Chilled Display,Bar and Counter Display Chillers,,BA20S,BA20 Range,Back Bar,Black Sliding Door,0.2,R600a,65,Automatic,2 Per Door,,Hammered Aluminium,Black,13 Amp,2.7,230,45,25C at 60% RH,,3,196ltr,6.9,900,900,515,68,730,810,345,950,1000,600,73,*Fully automatic*Fan assisted cooling*Lock*Adjustable shelves*Adjustable feet*LED interior light with switch*Self closing doors (sliding only)*Replaceable door gasket*Accepts approx.180 x 330ml bottles,,ba20s-stocked-07.jpg,BA20S Stocked,,,ba20s-dia-15.jpg,BA20S Diagram,,,Tefcold,Y,GROUP 2,No,No,,,,,632,436.08,477.2864,2,1,,900mm,515mm,900mm
Chilled Display,Bar and Counter Display Chillers,,BA20S AL,BA20 Range,Back Bar,Silver Sliding Door,0.2,R600a,65,Automatic,2 Per Door,,Hammered Aluminium,Black,13 Amp,2.7,230,45,25C at 60% RH,,3,196ltr,6.9,900,900,515,65.4,730,810,345,950,1000,600,68,*Fully automatic*Fan assisted cooling*Lock*Adjustable shelves*Adjustable feet*LED interior light with switch*Self closing doors (sliding only)*Replaceable door gasket*Accepts approx.180 x 330ml bottles,,ba20sal-stocked-11.jpg;ba20sal-11.jpg,BA20S AL Stocked;BA20S AL,,,,,,,Tefcold,Y,GROUP 2,No,No,,,,,632,436.08,477.2864,2,1,,900mm,515mm,900mm
Chilled Display,Bar and Counter Display Chillers,,BA25H,BA25 Range,Back Bar,Black Hinged Door,0.2,R134a,140,Automatic,2,,Hammered Aluminium,Black,13 Amp,2.7,230,45,25C at 60% RH,,3,191ltr,6.74,870,900,520,68,720,810,350,950,1000,600,73,*Fully automatic*Fan assisted cooling*Lock*Adjustable shelves*Adjustable feet*LED interior light with switch*Self closing doors (sliding only)*Replaceable door gasket*Lower height only 870mm,,ba25h-15.jpg,BA25H,,,,,,,Tefcold,Y,GROUP 2,No,No,Y,"A low height (only 870mm high) premium double door back bar fridge. A versatile fan assisted cooler great for cooling beer, cider, wine or soft drinks. LED lighting as standard helps to keep you energy bill down too. Hinged or sliding door options, lower external height makes it suitable for fitting under shorter bar counters.",,,680,469.2,513.536,2,1,Y,900mm,520mm,870mm
Chilled Display,Bar and Counter Display Chillers,,BA25S,BA25 Range,Back Bar,Black Sliding Door,0.2,R134a,140,Automatic,2,,Hammered Aluminium,Black,13 Amp,2.7,230,45,25C at 60% RH,,3,191ltr,6.74,870,900,515,68,720,810,350,950,1000,600,73,*Fully automatic*Fan assisted cooling*Lock*Adjustable shelves*Adjustable feet*LED interior light with switch*Self closing doors (sliding only)*Replaceable door gasket*Lower height only 870mm,,ba25s-15.jpg,BA25S,,,,,,,Tefcold,Y,GROUP 2,No,No,Y,,,,710,489.9,536.192,2,1,Y,900mm,515mm,870mm
Chilled Display,Bar and Counter Display Chillers,,BA30S,BA30S Range,Back Bar,Black Sliding Door,0.2,R134a,186,Automatic,2 Per Door,,Hammered Aluminium,Black,13 Amp,3.5,260,45,25C at 60% RH,,3,328ltr,11.6,900,1355,520,106,730,1257,345,,,,111,*Fully automatic*Fan assisted cooling*Lock*Adjustable shelves*Adjustable feet*LED interior light with switch*Self closing doors*Accepts approx.240 x 330ml bottles,ba30-range-14.jpg,ba30s-stocked-10.jpg;ba30s-10.jpg,BA30S Stocked;BA30S,ba30s-pkd-11.jpg,BA30S Packed,ba30s-dia-15.jpg,BA30S Diagram,011.pdf,,Tefcold,Y,GROUP 2,No,No,,"A premium triple door back bar fridge. A versatile fan assisted cooler great for cooling beer, cider, wine or soft drinks. LED lighting as standard helps to keep you energy bill down too. Sliding doors with black or silver finish, there are also wine shelves available if required.",,,858,592.02,647.9616,2,1,,1355mm,520mm,900mm
Chilled Display,Bar and Counter Display Chillers,,BA30S AL,BA30S Range,Back Bar,Silver Sliding Door,0.2,R134a,186,Automatic,2 Per Door,,Hammered Aluminium,Black,13 Amp,3.5,260,45,25C at 60% RH,,3,328ltr,11.6,900,1355,520,92,730,1257,345,,,,95,*Fully automatic*Fan assisted cooling*Lock*Adjustable shelves*Adjustable feet*LED interior light with switch*Self closing doors*Accepts approx.240 x 330ml bottles,,ba30sal-11.jpg,BA30S AL,,,,,,,Tefcold,Y,GROUP 2,No,No,,,,,858,592.02,647.9616,2,1,,1355mm,520mm,900mm
Ice Makers,,,ICE1,ICE Range,Ice Makers,SS Ice Maker,,R134a,250,Hot Gas,,,Plastic,Stainless Steel,13 Amp,6.5,340,58,10C/32C at 65%,,,25kg/24hr (14kg Bin),,738,457,523,25,,,,,,,39,*Fully automatic*Adjustable feet*Clear cubed ice*Minimum water temperature 5C*Drain required (pump needed if drain above outlet)*Inline water filter recommended to reduce limescale build up and improve efficiency*Water consumption ICE1 - 110ltr @ 15C  ICE3 - 144ltr @ 15C*ICE3 supplied with optional legs. Adds 150mm to height,ice-range-14.jpg,ice-one-09.jpg;ice-one-int-09.jpg,Ice 1;Interior of Ice 1,,,,,013.pdf,,Interlevin,Y,GROUP 1,No,No,,"An excellent range of compact ice makers producing clear cubed ice. Fully automatic operation and a generously sized storage bin. Ideal for pubs, clubs and restaurants. An in-line filter is recommended to reduce lime scale build up and improve efficiency and life expectancy of the machine.",,,935,645.15,706.112,2,1,,457mm,523mm,738mm
Ice Makers,,,ICE3,ICE Range,Ice Makers,SS Ice Maker,,R134a,290,Hot Gas,,,Plastic,Stainless Steel,13 Amp,10,500,58,10C/32C at 65%,,,38kg/24hr (14kg bin),,790,457,523,38,,,,,,,44,*Fully automatic*Adjustable feet*Clear cubed ice*Minimum water temperature 5C*Drain required (pump needed if drain above outlet)*Inline water filter recommended to reduce limescale build up and improve efficiency*Water consumption ICE1 - 110ltr @ 15C  ICE3 - 144ltr @ 15C*ICE3 supplied with optional legs. Adds 150mm to height,,ice-three-09.jpg,Ice 3,ice3-pkd-11.jpg,Ice 3 Packed,,,,,Interlevin,Y,GROUP 1,No,No,,,,,1135,783.15,857.152,2,1,,457mm,523mm,790mm
Chilled Display,Bar and Counter Display Chillers,,ALFA1100,Alfa Range,Sliding Top Bottle Cooler,Grey Sliding Lid,0,R134a,,Off Cycle,,,Hammered Aluminium,Grey,13 Amp,0.32,283,,25C at 60% RH,,3,281ltr,9.9,820,1100,600,48,650,980,480,880,1120,700,56,*Fully automatic*Static cooling*Rollers*Sliding lids*Removable top for easy loading*Adjustable internal dividers (can be placed every 50mm)*Bottle opener,alfa-range-14.jpg,alfa1100-03.jpg,Alfa 1100,,,,,012.pdf,,Arcaboa,Y,GROUP 2,No,No,,"The Alfa range of sliding top bottle coolers is an excellent addition to a busy bar or club. It enables bar staff to serve bottles of beer, cider etc quickly and efficiently without having to leave the bar area or turn around to access back bar fridges, you can reduce queuing to the bar area and speed up customer serve time. The sliding lids enable quick access to a large storage capacity. For quick loading the whole lid lifts off too. An integral bottle opener built into the unit makes sure everything you require is to hand. Three size options ensure there is a model to fit the space you have available.",,,628,433.32,474.2656,2,1,,1100mm,600mm,820mm
Chilled Display,Bar and Counter Display Chillers,,ALFA1400,Alfa Range,Sliding Top Bottle Cooler,Grey Sliding Lid,0,R134a,180,Off Cycle,,,Hammered Aluminium,Grey,13 Amp,0.82,258,,25C at 60% RH,,3,380ltr,13.4,820,1410,600,51,650,1106,480,880,1430,700,62,*Fully automatic*Static cooling*Rollers*Sliding lids*Removable top for easy loading*Adjustable internal dividers (can be placed every 50mm)*Bottle opener,,alfa1400-03.jpg,Alfa 1400,alfa1400-pkd-12.jpg,Alfa 1400 Packed,,,,,Arcaboa,Y,GROUP 2,No,No,,,,,696,480.24,525.6192,2,1,,1410mm,600mm,820mm
Chilled Display,Bar and Counter Display Chillers,,ALFA1800,Alfa Range,Sliding Top Bottle Cooler,Grey Sliding Lid,0,R134a,,Off Cycle,,,Hammered Aluminium,Grey,13 Amp,1.1,393,,25C at 60% RH,,3,508ltr,17.9,820,1810,600,61,650,1680,480,880,1830,700,73,*Fully automatic*Static cooling*Rollers*Sliding lids*Removable top for easy loading*Adjustable internal dividers (can be placed every 50mm)*Bottle opener,,alfa1800-open-03.jpg,Alfa 1800,,,,,,,Arcaboa,Y,GROUP 2,No,No,,,,,795,548.55,600.384,2,1,,1810mm,600mm,820mm
Chilled Display,Bar and Counter Display Chillers,,VOC75,VOC75,Spot Merchandiser,White/Grey,0.166666667,R134a,100,Off Cycle,,,White,White/Grey,13 Amp,2.14,211,42,25C at 60% RH,,3,65ltr,2.3,980,570,570,32,310,470,470,,,,37,*Fully automatic*Fan assisted cooling*Castors*Light canopy,,voc75-12.jpg,VOC75,voc75-pkd-12.jpg,VOC75 Packed,voc75-dia-15.jpg,VOC75 Diagram,012a.pdf,Y,Tefcold,Y,GROUP 1,No,No,,The VOC75 is a small spot merchandiser ideal for impulse purchases at checkout and till areas. Maximise your drinks sales to customers by grabbing those extra impulse purchases to boost profits. Fitted with castors for easy movement too.,,,555,382.95,419.136,2,1,Y,570mm,570mm,980mm
Chilled Display,Bar and Counter Display Chillers,,VOC100,VOC100,Spot Merchandiser,Grey,0.166666667,R134a,151,Off Cycle,,,Grey,Grey,13 Amp,2.6,140,42,25C at 60% RH,,3,110ltr,3.9,970,660,460,29,570,520,320,1150,690,500,31,*Fully automatic*Fan assisted cooling*Light canopy*Adjustable feet*Digital controller and temperature display,,voc100-12.jpg,VOC100,voc100-pkd-12.jpg,VOC100 Packed,voc100-dia-15.jpg,VOC100 Diagram,012a.pdf,,Tefcold,Y,GROUP 1,No,No,,The VOC100 is a small spot merchandiser ideal for impulse purchases at checkout and till areas. Maximise your drinks sales to customers by grabbing those extra impulse purchases to boost profits. Fitted with castors for easy movement too,,,662,456.78,499.9424,2,1,Y,660mm,460mm,970mm
Chilled Display,Juice Dispensers,,LJD1,LJD Range,Juice Dispensers,1x12Ltr Dispenser,0.25,R134a,120,Off Cycle,,,,Grey and Stainless,13 Amp,3.54,211,55,30C at 55% RH,,4,12ltr,0.4,635,230,430,19,,,,720,350,550,23,*Fully automatic*Adjustable feet*Paddle system agitation*Suitable for milk or juice containing fruit pulp*Stainless steel tap for easy cleaning*Not suitable for slush or ice cream smoothies,ljd-range-14.jpg,ljd1-08.jpg,LJD1,,,,,014.pdf,,Interlevin,Y,GROUP 1,No,No,,"The Interlevin LJD range of juice dispensers offers a versatile way to chill and serve a variety of drinks at the perfect temperature. The design allows easy cleaning and the stainless tap can quickly be removed for cleaning. The paddle stirring system ensures even cooling of the drink though this can be turned off if not required. It is suitable for diluted concentrates, fruit juice (with pulp) and even milk if required. The clean design looks great on any counter. Single, double or triple tank options give you an excellent choice of coolers for all situations. (Please note these units are not suitable for slush or yoghurt).",,,527,363.63,397.9904,2,1,,230mm,430mm,635mm
Chilled Display,Juice Dispensers,,LJD2,LJD Range,Juice Dispensers,2x12Ltr Dispenser,0.25,R134a,150,Off Cycle,,,,Grey and Stainless,13 Amp,5.05,301,55,30C at 55% RH,,4,2 x 12ltr,2 x 0.4,635,430,430,27,,,,720,540,550,31,*Fully automatic*Adjustable feet*Paddle system agitation*Suitable for milk or juice containing fruit pulp*Stainless steel tap for easy cleaning*Not suitable for slush or ice cream smoothies,,ljd2-08.jpg,LJD2,ljd2-pkd-11.jpg,LJD2 Packed,,,,,Interlevin,Y,GROUP 1,No,No,,,,,636,438.84,480.3072,2,1,,430mm,430mm,635mm
Chilled Display,Juice Dispensers,,LJD3,LJD Range,Juice Dispensers,3x12Ltr Dispenser,0.25,R134a,200,Off Cycle,,,,Grey and Stainless,13 Amp,6.63,395,55,30C at 55% RH,,4,3 x 12ltr,3 x 0.4,635,630,430,34,,,,720,740,550,40,*Fully automatic*Adjustable feet*Paddle system agitation*Suitable for milk or juice containing fruit pulp*Stainless steel tap for easy cleaning*Not suitable for slush or ice cream smoothies,,ljd3-08.jpg,LJD3,,,,,,,Interlevin,Y,GROUP 1,No,No,,,,,740,510.6,558.848,2,1,,630mm,430mm,635mm
