Product Code,Generic Product Type,Product Group,Catalogue Description,Additional Description,Product Type,Related Products,Gas or Electric,Power/Load,Height (mm),Width (mm),Depth (mm),Web USPs,Spec Sheet Code,UK (Jan 16),Weight (kg),Image Code,product_type_id,product_range_id,Width Feature,Depth Feature,Height Feature,Nett Price
D5R/125S,Merchandisers and Display Cases,Seal,500 Range Refrigerated Merchandiser,Self service,500 Range Merchandisers,,electric,621 W,575,1250,500,"* Elegant extruded aluminium frames and metallic silver finish enhance display without detracting from the contents <br>* Holds food at 3°C - 7°C in ambient conditions up to 25°C and 60% relative humidity <br>* Sleek design and chrome plated rod shelves are attractive and easy to clean <br>* Even daylight-balanced illumination to enhance display of contents with easy-change clip-in fluorescent light tubes <br>* Precise thermostatic control of cabinet temperature with digital display and high/low temperature warning <br>* R404a refrigerant is energy-efficient and non ozone-depleting so kinder to the environment <br>* ""Hot gas"" automatic defrost allows continuous operation with no loss of cabinet temperature for enhanced food safety <br>* Double-glazed front and sides for extra energy efficiency and low running costs <br>* Suitable for self-service applications",SEAL500REF,2367,91,D5R-125B.jpg,106,182,1250mm,500mm,575mm,1361.025
D6R/100B,Merchandisers and Display Cases,Seal,650 Range Rectangular Front Refrigerated Merchandiser,Back service,650 Range Rectangular Front Merchandisers,,electric,717 W,965,1000,650,"* Elegant extruded aluminium frames and metallic silver finish enhance display without detracting from the contents <br>* Holds food at 3°C - 7°C in ambient conditions up to 32°C and 70% relative humidity <br>* R404a refrigerant is energy-efficient and non ozone-depleting so kinder to the environment <br>* Top-mounted refrigeration allows all-round visibility to maximise food sales potential <br>* Double-glazed for extra energy efficiency and low running costs <br>* Precise thermostatic control of cabinet temperature with digital display and high/low temperature warning <br>* ""Hot gas"" automatic defrost allows continuous operation with no loss of cabinet temperature for enhanced food safety <br>* Large display capacity - perfect for busy establishments <br>* Even daylight-balanced illumination to enhance display of contents with easy-change clip-in fluorescent light tubes <br>* Sleek design and chrome plated rod shelves are attractive and easy to clean <br>* Adjustable shelf heights provide flexibility to accommodate different sized products <br>* Suitable for back-service applications",SEAL650REFRECT,2985,140,D6R-100B.jpg,106,183,1000mm,650mm,965mm,1716.375
D6R/100S,Merchandisers and Display Cases,Seal,650 Range Rectangular Front Refrigerated Merchandiser,Self service,650 Range Rectangular Front Merchandisers,,electric,717 W,965,1000,650,"* Elegant extruded aluminium frames and metallic silver finish enhance display without detracting from the contents <br>* Holds food at 3°C - 7°C in ambient conditions up to 32°C and 70% relative humidity <br>* R404a refrigerant is energy-efficient and non ozone-depleting so kinder to the environment <br>* Top-mounted refrigeration allows all-round visibility to maximise food sales potential <br>* Double-glazed for extra energy efficiency and low running costs <br>* Precise thermostatic control of cabinet temperature with digital display and high/low temperature warning <br>* ""Hot gas"" automatic defrost allows continuous operation with no loss of cabinet temperature for enhanced food safety <br>* Large display capacity - perfect for busy establishments <br>* Even daylight-balanced illumination to enhance display of contents with easy-change clip-in fluorescent light tubes <br>* Sleek design and chrome plated rod shelves are attractive and easy to clean <br>* Suitable for self-service applications",SEAL650REFRECT,3138,140,D6R-100B.jpg,106,183,1000mm,650mm,965mm,1804.35
D6R/125B,Merchandisers and Display Cases,Seal,650 Range Rectangular Front Refrigerated Merchandiser,Back service,650 Range Rectangular Front Merchandisers,,electric,729 W,965,1250,650,"* Elegant extruded aluminium frames and metallic silver finish enhance display without detracting from the contents <br>* Holds food at 3°C - 7°C in ambient conditions up to 25°C and 60% relative humidity <br>* R404a refrigerant is energy-efficient and non ozone-depleting so kinder to the environment <br>* Top-mounted refrigeration allows all-round visibility to maximise food sales potential <br>* Double-glazed for extra energy efficiency and low running costs <br>* Precise thermostatic control of cabinet temperature with digital display and high/low temperature warning <br>* ""Hot gas"" automatic defrost allows continuous operation with no loss of cabinet temperature for enhanced food safety <br>* Large display capacity - perfect for busy establishments <br>* Even daylight-balanced illumination to enhance display of contents with easy-change clip-in fluorescent light tubes <br>* Sleek design and chrome plated rod shelves are attractive and easy to clean <br>* Adjustable shelf heights provide flexibility to accommodate different sized products <br>* Suitable for back-service applications",SEAL650REFRECT,3175,145,D6R-125B.jpg,106,183,1250mm,650mm,965mm,1825.625
D6R/125S,Merchandisers and Display Cases,Seal,650 Range Rectangular Front Refrigerated Merchandiser,Self service,650 Range Rectangular Front Merchandisers,,electric,729 W,965,1250,650,"* Elegant extruded aluminium frames and metallic silver finish enhance display without detracting from the contents <br>* Holds food at 3°C - 7°C in ambient conditions up to 32°C and 70% relative humidity <br>* R404a refrigerant is energy-efficient and non ozone-depleting so kinder to the environment <br>* Top-mounted refrigeration allows all-round visibility to maximise food sales potential <br>* Double-glazed for extra energy efficiency and low running costs <br>* Precise thermostatic control of cabinet temperature with digital display and high/low temperature warning <br>* ""Hot gas"" automatic defrost allows continuous operation with no loss of cabinet temperature for enhanced food safety <br>* Large display capacity - perfect for busy establishments <br>* Even daylight-balanced illumination to enhance display of contents with easy-change clip-in fluorescent light tubes <br>* Sleek design and chrome plated rod shelves are attractive and easy to clean <br>* Suitable for self-service applications",SEAL650REFRECT,3328,145,D6R-125B.jpg,106,183,1250mm,650mm,965mm,1913.6
D6R/75B,Merchandisers and Display Cases,Seal,650 Range Rectangular Front Refrigerated Merchandiser,Back service,650 Range Rectangular Front Merchandisers,,electric,602 W,965,750,650,"* Elegant extruded aluminium frames and metallic silver finish enhance display without detracting from the contents <br>* Holds food at 3°C - 7°C in ambient conditions up to 32°C and 70% relative humidity <br>* R404a refrigerant is energy-efficient and non ozone-depleting so kinder to the environment <br>* Top-mounted refrigeration allows all-round visibility to maximise food sales potential <br>* Double-glazed for extra energy efficiency and low running costs <br>* Precise thermostatic control of cabinet temperature with digital display and high/low temperature warning <br>* ""Hot gas"" automatic defrost allows continuous operation with no loss of cabinet temperature for enhanced food safety <br>* Large display capacity - perfect for busy establishments <br>* Even daylight-balanced illumination to enhance display of contents with easy-change clip-in fluorescent light tubes <br>* Sleek design and chrome plated rod shelves are attractive and easy to clean <br>* Adjustable shelf heights provide flexibility to accommodate different sized products <br>* Suitable for back-service applications",SEAL650REFRECT,2616,95,D6R-75B.jpg,106,183,750mm,650mm,965mm,1504.2
D6R/75S,Merchandisers and Display Cases,Seal,650 Range Rectangular Front Refrigerated Merchandiser,Self service,650 Range Rectangular Front Merchandisers,,electric,602 W,965,750,650,"* Elegant extruded aluminium frames and metallic silver finish enhance display without detracting from the contents <br>* Holds food at 3°C - 7°C in ambient conditions up to 25°C and 60% relative humidity <br>* R404a refrigerant is energy-efficient and non ozone-depleting so kinder to the environment <br>* Top-mounted refrigeration allows all-round visibility to maximise food sales potential <br>* Double-glazed for extra energy efficiency and low running costs <br>* Precise thermostatic control of cabinet temperature with digital display and high/low temperature warning <br>* ""Hot gas"" automatic defrost allows continuous operation with no loss of cabinet temperature for enhanced food safety <br>* Large display capacity - perfect for busy establishments <br>* Even daylight-balanced illumination to enhance display of contents with easy-change clip-in fluorescent light tubes <br>* Sleek design and chrome plated rod shelves are attractive and easy to clean <br>* Suitable for self-service applications",SEAL650REFRECT,2769,95,D6R-75B.jpg,106,183,750mm,650mm,965mm,1592.175
DBL10,Accessories & Options,Accessories & Options,Food Display Bar Stainless Steel Lid,For FDB10 models,Accessory - Seal,,,,,,,,,152,,,115,207,,,,87.4
DBL4,Accessories & Options,Accessories & Options,Food Display Bar Stainless Steel Lid,For FDB4 models,Accessory - Seal,,,,,,,,,121,,,115,207,,,,69.575
DBL5,Accessories & Options,Accessories & Options,Food Display Bar Stainless Steel Lid,For FDB5 models,Accessory - Seal,,,,,,,,,124,,,115,207,,,,71.3
DBL6,Accessories & Options,Accessories & Options,Food Display Bar Stainless Steel Lid,For FDB6 models,Accessory - Seal,,,,,,,,,129,,,115,207,,,,74.175
